index,SMILES,new_SMILES
11985,Cc1cc(C)nc(SCC(=O)c2ccc(Cl)c(S(N)(=O)=O)c2)n1,Cc1cc(C)nc(SCC(=O)c2ccc(Cl)c(S(N)(=O)=O)c2)n1
11986,CCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)N1CCOCC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C(F)(F)C(=O)NC,CCCCC(NC(=O)C(Cc1ccccc1)NC(=O)N1CCOCC1)C(=O)NC(CC1CCCCC1)C(O)C(F)(F)C(=O)NC
11987,Oc1ccc([C@@H]2Oc3ccc(O)cc3[C@@H]3CCC[C@@H]32)cc1,Oc1ccc(C2Oc3ccc(O)cc3C3CCCC32)cc1
11988,CCn1cc(-c2cccc(C(F)(F)F)c2)c2sc(/C(N)=N/C3CCS(=O)(=O)CC3)cc2c1=O,CCn1cc(-c2cccc(C(F)(F)F)c2)c2sc(C(N)=NC3CCS(=O)(=O)CC3)cc2c1=O
11989,[O-][n+]1cccc(C[C@H](c2ccc(OC(F)F)c(OC3CC3)c2)c2ncc(C(O)(C(F)(F)F)C(F)(F)F)s2)c1,[O-][n+]1cccc(CC(c2ccc(OC(F)F)c(OC3CC3)c2)c2ncc(C(O)(C(F)(F)F)C(F)(F)F)s2)c1
11990,Nc1nc(N)nc(N)n1,Nc1nc(N)nc(N)n1
11991,CC1=C(C(=O)OCCO)[C@@H](c2ccc(C#N)cc2)NC(=O)N1c1cccc(C(F)(F)F)c1,CC1=C(C(=O)OCCO)C(c2ccc(C#N)cc2)NC(=O)N1c1cccc(C(F)(F)F)c1
11993,CC(=O)N[C@H]1NC[C@H](C(=O)O)[C@H](O)[C@@H]1O,CC(=O)NC1NCC(C(=O)O)C(O)C1O
11994,NC(=O)[C@H]1CCC=C[C@H]1NC(=O)C1(NC(=O)[C@H](Cc2ccc(OP(=O)(O)O)cc2)NC(=O)OCc2cccc(N)c2)CCCCC1,NC(=O)C1CCC=CC1NC(=O)C1(NC(=O)C(Cc2ccc(OP(=O)(O)O)cc2)NC(=O)OCc2cccc(N)c2)CCCCC1
11995,O=C(O)c1cccc(CSCc2ccc(Cl)cc2Cl)c1,O=C(O)c1cccc(CSCc2ccc(Cl)cc2Cl)c1
11996,Cn1nnc2cc([C@@H](CC(=O)O)c3ccc(Cl)cc3)ccc21,Cn1nnc2cc(C(CC(=O)O)c3ccc(Cl)cc3)ccc21
11997,COC(=O)Nc1ccc2c(c1)NC(=O)C[C@@H](C)/C=C/C[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,COC(=O)Nc1ccc2c(c1)NC(=O)CC(C)C=CCC(NC(=O)C=Cc1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1
11999,CCc1cccc(CC)c1NC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccc(C(=O)N[C@H]4CC[N@H+](C)CC4)cc3OC(F)(F)F)nc1-2,CCc1cccc(CC)c1NC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccc(C(=O)NC4CC[NH+](C)CC4)cc3OC(F)(F)F)nc1-2
12000,C[C@H](Nc1nc(-c2c[nH]c3ncc(Cl)cc23)ncc1F)C(=O)N(C)C,CC(Nc1nc(-c2c[nH]c3ncc(Cl)cc23)ncc1F)C(=O)N(C)C
12001,Oc1c(Br)cc(Br)cc1-c1cc(C(F)(F)F)no1,Oc1c(Br)cc(Br)cc1-c1cc(C(F)(F)F)no1
12003,COc1nc2nc(N)nc(N)c2nc1C,COc1nc2nc(N)nc(N)c2nc1C
12004,CSCC[C@H](N)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)O,CSCCC(N)C(=O)NC(Cc1c[nH]cn1)C(=O)N1CCCC1C(=O)NC(C)C(=O)NC(CCC(N)=O)C(=O)NC(C(=O)NC(CO)C(=O)NC(CCC(N)=O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O)C(C)O
12005,CC1=CC(O)=CC(C)(C)[C@@]1(O)/C=C/[C@@H](C)CC(=O)O,CC1=CC(O)=CC(C)(C)C1(O)C=CC(C)CC(=O)O
12006,C[NH+](C)Cc1cc(I)cc(I)c1O,CN(C)Cc1cc(I)cc(I)c1O
12007,CN[C@@H]1[C@H](O)CO[C@@H]2C[C@](C[C@H](N)C(=O)O)(C(=O)O)O[C@@H]21,CNC1C(O)COC2CC(CC(N)C(=O)O)(C(=O)O)OC21
12008,N=C(N)c1ccc2nc(-c3ccccc3O)[nH]c2c1,N=C(N)c1ccc2nc(-c3ccccc3O)[nH]c2c1
12009,N#Cc1cccc2n[nH]c(N)c12,N#Cc1cccc2n[nH]c(N)c12
12010,O=C(Nc1c(OCc2ccc(Cl)cc2)cccc1C(=O)O)c1ccccc1,O=C(Nc1c(OCc2ccc(Cl)cc2)cccc1C(=O)O)c1ccccc1
12011,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,Nc1nc2[nH]cc(CCc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1
12012,CC[C@H](C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC[C@H](C)C(=O)OC)S(=O)(=O)c1ccc(OC)cc1,CCC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OCC(C)C(=O)OC)S(=O)(=O)c1ccc(OC)cc1
12013,COc1ccccc1[C@H]1CCCN1C(=O)CNC(=O)NCc1ccc(N)cc1,COc1ccccc1C1CCCN1C(=O)CNC(=O)NCc1ccc(N)cc1
12014,CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](CCC1CCCCC1)C(N)=O,CC(=O)NC(Cc1ccc(OP(=O)(O)O)cc1)C(=O)NC(CCC(=O)O)C(=O)NC(CCC1CCCCC1)C(N)=O
12015,C[N+](C)=c1ccn(Cc2ccc(CCc3ccccc3)cc2)cc1,C[N+](C)=c1ccn(Cc2ccc(CCc3ccccc3)cc2)cc1
12016,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CS)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CS)NC(=O)[C@H](C)N)C(C)C)C(=O)N[C@@H](CS)C(=O)NCC(=O)O,CC(C)CC(NC(=O)C(CS)NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)C(CS)NC(=O)C(C)N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCC(N)=O)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(CS)C(=O)NCC(=O)O)C(C)C
12017,C[C@@H](O)[C@H](NC(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CCCCN)C(=O)O,CC(O)C(NC(=O)C(N)CCCCN)C(=O)NC(CCCCN)C(=O)O
12018,Clc1ccc(-n2cnnn2)cc1,Clc1ccc(-n2cnnn2)cc1
12019,O=C([C@H](O)CS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCC(N2CCCNC2=O)CC1,O=C(C(O)CS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCC(N2CCCNC2=O)CC1
12020,O=C(O)/C=C/c1ccc(B(O)O)cc1,O=C(O)C=Cc1ccc(B(O)O)cc1
12021,NS(=O)(=O)c1ccc(Nc2nccc(C3=CN[C@H]4CCCCN34)n2)cc1,NS(=O)(=O)c1ccc(Nc2nccc(C3=CNC4CCCCN34)n2)cc1
12022,Cc1cc(/N=N/c2cc(S(=O)(=O)O)c(C)cc2C)c(N)cc1O,Cc1cc(N=Nc2cc(S(=O)(=O)O)c(C)cc2C)c(N)cc1O
12023,CCN[C@H](C(=O)N[C@H](C(=O)NCC(=O)NCCCS(C)(=O)=O)C(C)(C)C)c1cc(Cl)cc(Cl)c1,CCNC(C(=O)NC(C(=O)NCC(=O)NCCCS(C)(=O)=O)C(C)(C)C)c1cc(Cl)cc(Cl)c1
12024,Cc1ncc(COP(=O)(O)O)c(CNc2cccc(C(=O)O)c2)c1O,Cc1ncc(COP(=O)(O)O)c(CNc2cccc(C(=O)O)c2)c1O
12025,NS(=O)(=O)c1ccc(NC(=O)Nc2cccc([N+](=O)[O-])c2)cc1,NS(=O)(=O)c1ccc(NC(=O)Nc2cccc([N+](=O)[O-])c2)cc1
12026,O=C(O)CNC(=O)[C@@H](CS)Cc1ccccc1,O=C(O)CNC(=O)C(CS)Cc1ccccc1
12027,O=C(C[NH+]1CCN(C(=O)c2ccco2)CC1)Nc1cc(C(F)(F)F)ccc1Cl,O=C(CN1CCN(C(=O)c2ccco2)CC1)Nc1cc(C(F)(F)F)ccc1Cl
12028,C[C@H](O)[C@@H](CCc1cccc2ccccc12)n1cnc(C(N)=O)c1,CC(O)C(CCc1cccc2ccccc12)n1cnc(C(N)=O)c1
12029,COC(=O)Nc1ccc(-c2ccnc([C@H](Cc3ccccc3)NC(=O)[C@H]3CC[C@H](CN)CC3)c2)cc1,COC(=O)Nc1ccc(-c2ccnc(C(Cc3ccccc3)NC(=O)C3CCC(CN)CC3)c2)cc1
12030,NCc1cccc(-n2cccn2)c1,NCc1cccc(-n2cccn2)c1
12031,Cc1nc2cnccc2n1-c1ccc(Cn2c(=O)sc3ccccc32)cc1,Cc1nc2cnccc2n1-c1ccc(Cn2c(=O)sc3ccccc32)cc1
12032,Cc1cn([C@H]2CCC[N@@H+]([C@H](CC(C)C)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O,Cc1cn(C2CCC[NH+](C(CC(C)C)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O
12033,C[C@@H](Oc1cc(-c2cccc(S(C)(=O)=O)c2)cnc1N)c1cc(F)ccc1-n1nccn1,CC(Oc1cc(-c2cccc(S(C)(=O)=O)c2)cnc1N)c1cc(F)ccc1-n1nccn1
12034,C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@@H]1[C@H](O)[C@@H](O)[C@H](O[C@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](C)[C@@H](N[C@@H]4[C@H](O)[C@@H](O)[C@H](O)[C@]5(CO)O[C@H]45)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@]2(CO)O[C@H]12,CC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1NC1C(O)C(O)C(OC2OC(CO)C(OC3OC(C)C(NC4C(O)C(O)C(O)C5(CO)OC45)C(O)C3O)C(O)C2O)C2(CO)OC12
12035,Cc1ccc2[nH]cc(C[N@H+]3CC[C@@H](NC(=O)[C@@H](N)Cc4c[nH]c5ccccc45)CC3)c2c1,Cc1ccc2[nH]cc(C[NH+]3CCC(NC(=O)C(N)Cc4c[nH]c5ccccc45)CC3)c2c1
12036,C[C@@H](CO)NC(=O)c1ccn2c(O)cc(-c3ccccc3)nc12,CC(CO)NC(=O)c1ccn2c(O)cc(-c3ccccc3)nc12
12037,Nc1ncnc2ccccc12,Nc1ncnc2ccccc12
12038,NC(=O)C[C@@H]1NC(=O)C2(CCCCC2)NC(=O)C[C@@H](c2ccc(CP(=O)(O)O)cc2)/C=C/C[C@@H](Cc2cccc3ccccc23)CNC1=O,NC(=O)CC1NC(=O)C2(CCCCC2)NC(=O)CC(c2ccc(CP(=O)(O)O)cc2)C=CCC(Cc2cccc3ccccc23)CNC1=O
12039,CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C,CC(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)N1CC(O)CC1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C
12041,Fc1ccc(-c2[nH]ncc2-c2ccc(F)c(C(F)(F)F)c2)cc1,Fc1ccc(-c2[nH]ncc2-c2ccc(F)c(C(F)(F)F)c2)cc1
12042,NC1CCCCCC1,NC1CCCCCC1
12043,CC(=O)N[C@H]1c2nc(C(=O)Nc3ccccc3)cn2[C@H](CO)[C@@H](O)[C@@H]1O,CC(=O)NC1c2nc(C(=O)Nc3ccccc3)cn2C(CO)C(O)C1O
12044,N=C(N)c1ccc2[nH]c(-c3cc(CCN)cc(-c4ccccc4)c3O)nc2c1,N=C(N)c1ccc2[nH]c(-c3cc(CCN)cc(-c4ccccc4)c3O)nc2c1
12045,N#Cc1c(Oc2ccc(F)c(NC(=O)Cc3cccc(C(F)(F)F)c3)c2)ccc2nc(NC(=O)C3CC3)sc12,N#Cc1c(Oc2ccc(F)c(NC(=O)Cc3cccc(C(F)(F)F)c3)c2)ccc2nc(NC(=O)C3CC3)sc12
12046,Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1
12047,CCC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CC[NH+](C)CC4)cc3)nc3[nH]ccc23)c1,CCC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3[nH]ccc23)c1
12048,O=C(O)c1ccccc1Nc1cc(Cl)c(OCCCCCCCOc2c(Cl)cc(Nc3ccccc3C(=O)O)cc2Cl)c(Cl)c1,O=C(O)c1ccccc1Nc1cc(Cl)c(OCCCCCCCOc2c(Cl)cc(Nc3ccccc3C(=O)O)cc2Cl)c(Cl)c1
12049,Nc1nc(Nc2ccccc2)sc1[C@H](O)c1cccc(C(F)(F)F)c1,Nc1nc(Nc2ccccc2)sc1C(O)c1cccc(C(F)(F)F)c1
12050,CC(C)CN(CCNCCN(CC(C)C)S(=O)(=O)c1ccc(N)cc1)S(=O)(=O)c1ccc(N)cc1,CC(C)CN(CCNCCN(CC(C)C)S(=O)(=O)c1ccc(N)cc1)S(=O)(=O)c1ccc(N)cc1
12051,O=C(O)COc1ccc2sc(CNc3nncc(-c4c(Cl)cccc4Cl)n3)nc2c1,O=C(O)COc1ccc2sc(CNc3nncc(-c4c(Cl)cccc4Cl)n3)nc2c1
12052,c1cncc(Nc2ncnn3cccc23)c1,c1cncc(Nc2ncnn3cccc23)c1
12053,CC(=O)CCCCC/C=C/C(=O)O,CC(=O)CCCCCC=CC(=O)O
12054,COc1cccc([C@H]2O[C@H](CC(=O)N3CCC(CC(=O)O)CC3)c3cccn3-c3ccc(Cl)cc32)c1OC,COc1cccc(C2OC(CC(=O)N3CCC(CC(=O)O)CC3)c3cccn3-c3ccc(Cl)cc32)c1OC
12055,CC(C)C[C@H](C(=O)NO)C(=O)N[C@@H](C)C(=O)NCC(N)=O,CC(C)CC(C(=O)NO)C(=O)NC(C)C(=O)NCC(N)=O
12056,CCCSCCCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,CCCSCCCOC1OC(CO)C(O)C(O)C1O
12058,CCOC(=O)CC[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](CC(=O)[C@@H](N)C(C)C)Cc1ccc(F)cc1,CCOC(=O)CCC(CC1CCNC1=O)NC(=O)C(CC(=O)C(N)C(C)C)Cc1ccc(F)cc1
12059,ON1C=Cc2ccccc2[C@@H]1S,ON1C=Cc2ccccc2C1S
12060,O=C(NCc1cccc(OCCSc2ncn[nH]2)c1)c1nc2ccccc2c(=O)[nH]1,O=C(NCc1cccc(OCCSc2ncn[nH]2)c1)c1nc2ccccc2c(=O)[nH]1
12061,CCc1ccc(-c2ccc3c(c2)-c2[nH]ncc2S(=O)(=O)N3C)cc1,CCc1ccc(-c2ccc3c(c2)-c2[nH]ncc2S(=O)(=O)N3C)cc1
12062,CC1(C)COC(=O)CCCCCCCCCCCOC(=O)[C@@H]2CCCCN2C(=O)C1=O,CC1(C)COC(=O)CCCCCCCCCCCOC(=O)C2CCCCN2C(=O)C1=O
12063,CCOc1ccc(C(F)(F)F)cc1CSc1ccsc1C(=O)NS(=O)(=O)c1ccccc1,CCOc1ccc(C(F)(F)F)cc1CSc1ccsc1C(=O)NS(=O)(=O)c1ccccc1
12064,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1C[C@H](C)CCCCCCCC(=O)N[C@@H](C)C(=O)N1,CCCCNC(=O)C(C)CC(O)C1CC(C)CCCCCCCC(=O)NC(C)C(=O)N1
12065,CCOc1cc([C@@H](Nc2ccc3c(N)nccc3c2)C(=O)NCc2cccc(S(N)(=O)=O)c2)ccc1OC(C)C,CCOc1cc(C(Nc2ccc3c(N)nccc3c2)C(=O)NCc2cccc(S(N)(=O)=O)c2)ccc1OC(C)C
12066,C/C=C/O[C@]1(C(=O)O)C[C@@H](O[C@]2(C(=O)O)C[C@@H](O[C@]3(C(=O)O)C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](O)[C@@H]([C@H](O)CO)O2)[C@@H](O)[C@@H]([C@H](O)CO)O1,CC=COC1(C(=O)O)CC(OC2(C(=O)O)CC(OC3(C(=O)O)CC(O)C(O)C(C(O)CO)O3)C(O)C(C(O)CO)O2)C(O)C(C(O)CO)O1
12067,CSCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CCC(N)=O)C(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)O,CSCCC(NC(=O)C1CCCN1C(=O)C(NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(N)=O)C(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)O
12068,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@@H](O)CO)[C@@H](O)[C@H]1O,Nc1ncnc2c1ncn2C1OC(CSCCC(O)CO)C(O)C1O
12070,COc1ccc(C2(CNC(=O)c3ccc(NC(=O)c4ccco4)cc3)CCOCC2)cc1,COc1ccc(C2(CNC(=O)c3ccc(NC(=O)c4ccco4)cc3)CCOCC2)cc1
12071,CC(=O)N[C@H]1[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O)[C@H](NC(C)=O)[C@H]2O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO[C@H]3O[C@H](CO[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H]3O)[C@@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H]2O)[C@@H]1O,CC(=O)NC1C(O)OC(CO)C(OC2OC(CO)C(OC3OC(COC4OC(COC5OC(CO)C(O)C(O)C5OC5OC(CO)C(O)C(O)C5O)C(O)C(OC5OC(CO)C(O)C(O)C5O)C4O)C(O)C(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C3O)C(O)C2NC(C)=O)C1O
12072,C=CCc1cc(-c2ccccc2)ccc1OCCCNC(C)C,C=CCc1cc(-c2ccccc2)ccc1OCCCNC(C)C
12073,O=C(N[C@H]1c2ccccc2-c2c(-c3nc4ccncc4[nH]3)cccc21)c1cccc2ncccc12,O=C(NC1c2ccccc2-c2c(-c3nc4ccncc4[nH]3)cccc21)c1cccc2ncccc12
12074,COc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)CN(CCc2ccc3c(c2)OCO3)C(=O)CCN2C(=O)c3ccccc3C2=O)cc(OC)c1OCc1ccccc1,COc1cc(C(=O)NC(Cc2ccccc2)C(O)CN(CCc2ccc3c(c2)OCO3)C(=O)CCN2C(=O)c3ccccc3C2=O)cc(OC)c1OCc1ccccc1
12075,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,CCOc1ccc2nc(S(N)(=O)=O)sc2c1
12076,O=C(NO)[C@@H](NCC1CC1)[C@@H](Cc1cccc(O)c1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,O=C(NC1c2ccccc2CC1O)C(Cc1cccc(O)c1)C(NCC1CC1)C(=O)NO
12077,Cc1nc(N)ncc1-c1nc(N2CCOCC2)c2sc(C[N+]3CCN(S(C)(=O)=O)CC3)cc2n1,Cc1nc(N)ncc1-c1nc(N2CCOCC2)c2sc(C[N+]3CCN(S(C)(=O)=O)CC3)cc2n1
12078,Nc1nc2nnc(CCC(=O)O)c(O)c2c(=O)[nH]1,Nc1nc2nnc(CCC(=O)O)c(O)c2c(=O)[nH]1
12079,CC(=O)NC(=N)NCCC[C@@H]1NC(=O)[C@H](CCCC(=O)O)NC(=O)[C@H](Cc2c[nH]cn2)N2C(=O)[C@H](C[C@H]2O)NC(=O)[C@H]2CCCN2C1=O,CC(=O)NC(=N)NCCCC1NC(=O)C(CCCC(=O)O)NC(=O)C(Cc2c[nH]cn2)N2C(=O)C(CC2O)NC(=O)C2CCCN2C1=O
12080,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)nc(Cc3ccccc3)nc2cc1O,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)nc(Cc3ccccc3)nc2cc1O
12081,O=c1ccn(-c2cccc(C(F)(F)F)c2)nc1-c1ccnn1-c1ccccc1,O=c1ccn(-c2cccc(C(F)(F)F)c2)nc1-c1ccnn1-c1ccccc1
12082,Nc1nc(NCC[N@H+]2CC[C@H](c3ccccc3)CC2)nc2nc(-c3ccco3)nn12,Nc1nc(NCC[NH+]2CCC(c3ccccc3)CC2)nc2nc(-c3ccco3)nn12
12083,CC[C@H](C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H](N)CCCN=C(N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)O,CCC(C)C(NC(=O)C(CCCCN)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(N)CCCN=C(N)N)C(=O)NC(CC(C)C)C(=O)NC(Cc1c[nH]cn1)C(=O)NC(CCCN=C(N)N)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(CCC(=O)O)C(=O)O
12084,O=C(N[C@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)OCc1ccccc1,O=C(NC(Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O)OCc1ccccc1
12085,N=C1N[C@@H]2CC[C@H](NC(=O)c3cccc(Cl)c3)C[C@@H]2CS1,N=C1NC2CCC(NC(=O)c3cccc(Cl)c3)CC2CS1
12086,CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](CCc1ccccc1)CCS(=O)(=O)c1ccccc1,CC(C)CC(NC(=O)N1CCOCC1)C(=O)NC(CCc1ccccc1)CCS(=O)(=O)c1ccccc1
12087,C[C@H](N)C(=O)N[C@@H](CCCNC(=N)N(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCC[N+](C)(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(N)=O)[C@@H](C)O)[C@@H](C)O,CC(N)C(=O)NC(CCCNC(=N)N(C)C)C(=O)NC(C(=O)NC(CCCC[N+](C)(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(C(=O)NC(C)C(=O)NC(CCCN=C(N)N)C(N)=O)C(C)O)C(C)O
12088,CCC(=O)Nc1ccc(Oc2nc(Nc3cc(C)[nH]n3)cc(N3C=CN(C)CC3)n2)cc1,CCC(=O)Nc1ccc(Oc2nc(Nc3cc(C)[nH]n3)cc(N3C=CN(C)CC3)n2)cc1
12089,Cn1c(-c2ccc(N3CCNCC3)cc2)cc2c(C#N)ccnc21,Cn1c(-c2ccc(N3CCNCC3)cc2)cc2c(C#N)ccnc21
12090,COC(=O)c1c(O)cccc1OCCCCNC(=O)[C@H](Cc1ccc(N(C(=O)C(=O)O)c2ccccc2C(=O)O)cc1)NC(=O)O,COC(=O)c1c(O)cccc1OCCCCNC(=O)C(Cc1ccc(N(C(=O)C(=O)O)c2ccccc2C(=O)O)cc1)NC(=O)O
12091,CC(C)[C@H]1C(O)=C(C2=NS(=O)(=O)c3ccccc32)C(=O)N1Cc1ccccc1,CC(C)C1C(=O)C(C2=NS(=O)(=O)c3ccccc32)C(=O)N1Cc1ccccc1
12092,CCOC(=O)CC[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)CCC1CC1,CCOC(=O)CCC(CC1CCNC1=O)NC(=O)C(Cc1ccccc1)NC(=O)CCC1CC1
12093,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CNC(=O)c1nnn[nH]1)C(C)C)C(=O)NC[C@](O)(CCc1ccccc1)C(=O)Nc1cccc(C(=O)O)c1,CC(C)CC(NC(=O)C(NC(=O)C(N)CNC(=O)c1nnn[nH]1)C(C)C)C(=O)NCC(O)(CCc1ccccc1)C(=O)Nc1cccc(C(=O)O)c1
12094,C[C@@H](O)[C@H](N)C(=O)NS(=O)(=O)c1cccc(-c2ccc3[nH]ncc3c2)c1,CC(O)C(N)C(=O)NS(=O)(=O)c1cccc(-c2ccc3[nH]ncc3c2)c1
12095,N[C@@H](C(=O)N1CCC[C@H]1C(=O)NCc1cc(Cl)ccc1Cl)C(c1ccccc1)c1ccccc1,NC(C(=O)N1CCCC1C(=O)NCc1cc(Cl)ccc1Cl)C(c1ccccc1)c1ccccc1
12096,CC[C@H](C)[C@H](N)C(=O)N[C@@H](CC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CS)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)O)[C@@H](C)CC)[C@@H](C)O,CCC(C)C(N)C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(=O)NC(C(=O)NCC(=O)NC(CS)C(=O)NC(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(CO)C(=O)NC(CCC(=O)O)C(=O)N1CCCC1C(=O)NC(CCCCN)C(=O)NC(C(=O)O)C(C)CC)C(C)O
12097,C[C@@H]1N[C@H](CN)[C@@H](O)[C@H](O)[C@@H]1O,CC1NC(CN)C(O)C(O)C1O
